,type,id,attributes.accession,attributes.analysis-status,attributes.pipeline-version,attributes.analysis-summary,attributes.experiment-type,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
94,analysis-jobs,MGYA00567632,MGYA00567632,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '16976'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '16925'}, {'key': 'Nucleotide sequences after length filtering', 'value': '16925'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '16925'}, {'key': 'Predicted SSU sequences', 'value': '16646'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:39:21,ILLUMINA,Illumina MiniSeq,SRS6297706,samples,SRR11282071,runs,MGYS00005611,studies
95,analysis-jobs,MGYA00567633,MGYA00567633,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '9148'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '9092'}, {'key': 'Nucleotide sequences after length filtering', 'value': '9092'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '9092'}, {'key': 'Predicted SSU sequences', 'value': '8741'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:39:55,ILLUMINA,Illumina MiniSeq,SRS6297707,samples,SRR11282070,runs,MGYS00005611,studies
96,analysis-jobs,MGYA00567634,MGYA00567634,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '55643'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '55424'}, {'key': 'Nucleotide sequences after length filtering', 'value': '55424'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '55424'}, {'key': 'Predicted SSU sequences', 'value': '55020'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:40:34,ILLUMINA,Illumina MiniSeq,SRS6297712,samples,SRR11282069,runs,MGYS00005611,studies
97,analysis-jobs,MGYA00567635,MGYA00567635,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '9519'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '9468'}, {'key': 'Nucleotide sequences after length filtering', 'value': '9468'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '9468'}, {'key': 'Predicted SSU sequences', 'value': '9176'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:41:12,ILLUMINA,Illumina MiniSeq,SRS6297708,samples,SRR11282068,runs,MGYS00005611,studies
98,analysis-jobs,MGYA00567636,MGYA00567636,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '14288'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '13923'}, {'key': 'Nucleotide sequences after length filtering', 'value': '13923'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '13923'}, {'key': 'Predicted SSU sequences', 'value': '12837'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:41:47,ILLUMINA,Illumina MiniSeq,SRS6297709,samples,SRR11282067,runs,MGYS00005611,studies
99,analysis-jobs,MGYA00567637,MGYA00567637,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '18874'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '18827'}, {'key': 'Nucleotide sequences after length filtering', 'value': '18827'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '18827'}, {'key': 'Predicted SSU sequences', 'value': '17983'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:42:20,ILLUMINA,Illumina MiniSeq,SRS6297710,samples,SRR11282066,runs,MGYS00005611,studies
100,analysis-jobs,MGYA00567638,MGYA00567638,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '4414'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '4336'}, {'key': 'Nucleotide sequences after length filtering', 'value': '4336'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '4336'}, {'key': 'Predicted SSU sequences', 'value': '4035'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:42:53,ILLUMINA,Illumina MiniSeq,SRS6297711,samples,SRR11282065,runs,MGYS00005611,studies
101,analysis-jobs,MGYA00567639,MGYA00567639,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '4196'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '4166'}, {'key': 'Nucleotide sequences after length filtering', 'value': '4166'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '4166'}, {'key': 'Predicted SSU sequences', 'value': '3653'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:43:29,ILLUMINA,Illumina MiniSeq,SRS6297713,samples,SRR11282064,runs,MGYS00005611,studies
102,analysis-jobs,MGYA00567640,MGYA00567640,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '1183'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1179'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1179'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1179'}, {'key': 'Predicted SSU sequences', 'value': '940'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:43:59,ILLUMINA,Illumina MiniSeq,SRS6297714,samples,SRR11282063,runs,MGYS00005611,studies
103,analysis-jobs,MGYA00567641,MGYA00567641,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '3163'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '3134'}, {'key': 'Nucleotide sequences after length filtering', 'value': '3134'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '3134'}, {'key': 'Predicted SSU sequences', 'value': '2925'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:44:35,ILLUMINA,Illumina MiniSeq,SRS6297716,samples,SRR11282062,runs,MGYS00005611,studies
104,analysis-jobs,MGYA00567642,MGYA00567642,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '5776'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '5732'}, {'key': 'Nucleotide sequences after length filtering', 'value': '5732'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '5732'}, {'key': 'Predicted SSU sequences', 'value': '4927'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:45:18,ILLUMINA,Illumina MiniSeq,SRS6297715,samples,SRR11282061,runs,MGYS00005611,studies
105,analysis-jobs,MGYA00567643,MGYA00567643,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '3736'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '3722'}, {'key': 'Nucleotide sequences after length filtering', 'value': '3722'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '3722'}, {'key': 'Predicted SSU sequences', 'value': '3643'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:45:50,ILLUMINA,Illumina MiniSeq,SRS6297717,samples,SRR11282060,runs,MGYS00005611,studies
106,analysis-jobs,MGYA00567644,MGYA00567644,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '6888'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '6849'}, {'key': 'Nucleotide sequences after length filtering', 'value': '6849'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '6849'}, {'key': 'Predicted SSU sequences', 'value': '6287'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:46:23,ILLUMINA,Illumina MiniSeq,SRS6297718,samples,SRR11282059,runs,MGYS00005611,studies
107,analysis-jobs,MGYA00567645,MGYA00567645,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '150939'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '150309'}, {'key': 'Nucleotide sequences after length filtering', 'value': '150309'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '150309'}, {'key': 'Predicted SSU sequences', 'value': '148644'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:46:57,ILLUMINA,Illumina MiniSeq,SRS6297720,samples,SRR11282058,runs,MGYS00005611,studies
108,analysis-jobs,MGYA00567646,MGYA00567646,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '4710'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '4617'}, {'key': 'Nucleotide sequences after length filtering', 'value': '4617'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '4617'}, {'key': 'Predicted SSU sequences', 'value': '4226'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:47:35,ILLUMINA,Illumina MiniSeq,SRS6297719,samples,SRR11282057,runs,MGYS00005611,studies
109,analysis-jobs,MGYA00567647,MGYA00567647,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '2591'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '2578'}, {'key': 'Nucleotide sequences after length filtering', 'value': '2578'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '2578'}, {'key': 'Predicted SSU sequences', 'value': '2476'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:48:10,ILLUMINA,Illumina MiniSeq,SRS6297721,samples,SRR11282056,runs,MGYS00005611,studies
110,analysis-jobs,MGYA00567648,MGYA00567648,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '10700'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '10663'}, {'key': 'Nucleotide sequences after length filtering', 'value': '10663'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '10663'}, {'key': 'Predicted SSU sequences', 'value': '10276'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:48:39,ILLUMINA,Illumina MiniSeq,SRS6297722,samples,SRR11282055,runs,MGYS00005611,studies
111,analysis-jobs,MGYA00567649,MGYA00567649,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '23958'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23887'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23887'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23887'}, {'key': 'Predicted SSU sequences', 'value': '23208'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:49:11,ILLUMINA,Illumina MiniSeq,SRS6297723,samples,SRR11282053,runs,MGYS00005611,studies
112,analysis-jobs,MGYA00567650,MGYA00567650,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '3729'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '3719'}, {'key': 'Nucleotide sequences after length filtering', 'value': '3719'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '3719'}, {'key': 'Predicted SSU sequences', 'value': '3649'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:49:48,ILLUMINA,Illumina MiniSeq,SRS6297724,samples,SRR11282052,runs,MGYS00005611,studies
113,analysis-jobs,MGYA00567651,MGYA00567651,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '7293'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '7249'}, {'key': 'Nucleotide sequences after length filtering', 'value': '7249'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '7249'}, {'key': 'Predicted SSU sequences', 'value': '6979'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:50:24,ILLUMINA,Illumina MiniSeq,SRS6297725,samples,SRR11282051,runs,MGYS00005611,studies
114,analysis-jobs,MGYA00567652,MGYA00567652,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '1052'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1047'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1047'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1047'}, {'key': 'Predicted SSU sequences', 'value': '987'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:50:59,ILLUMINA,Illumina MiniSeq,SRS6297727,samples,SRR11282050,runs,MGYS00005611,studies
115,analysis-jobs,MGYA00567653,MGYA00567653,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '4657'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '4635'}, {'key': 'Nucleotide sequences after length filtering', 'value': '4635'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '4635'}, {'key': 'Predicted SSU sequences', 'value': '4528'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:51:29,ILLUMINA,Illumina MiniSeq,SRS6297730,samples,SRR11282049,runs,MGYS00005611,studies
116,analysis-jobs,MGYA00567654,MGYA00567654,completed,5.0,"[{'key': 'Submitted nucleotide sequences', 'value': '8980'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '8950'}, {'key': 'Nucleotide sequences after length filtering', 'value': '8950'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '8950'}, {'key': 'Predicted SSU sequences', 'value': '8493'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",amplicon,False,2020-09-24T01:52:00,ILLUMINA,Illumina MiniSeq,SRS6297728,samples,SRR11282048,runs,MGYS00005611,studies
