,type,id,attributes.accession,attributes.analysis-status,attributes.experiment-type,attributes.analysis-summary,attributes.pipeline-version,attributes.is-private,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.sample.data.id,relationships.sample.data.type,relationships.run.data.id,relationships.run.data.type,relationships.study.data.id,relationships.study.data.type
95,analysis-jobs,MGYA00565179,MGYA00565179,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '97597'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '97100'}, {'key': 'Nucleotide sequences after length filtering', 'value': '97100'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '97100'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:23:51,ILLUMINA,Illumina MiSeq,ERS1014276,samples,ERR1189704,runs,MGYS00001499,studies
96,analysis-jobs,MGYA00565180,MGYA00565180,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1'}, {'key': 'Nucleotide sequences after length filtering', 'value': '1'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '1'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:24:13,ILLUMINA,Illumina MiSeq,ERS1014304,samples,ERR1189732,runs,MGYS00001499,studies
97,analysis-jobs,MGYA00565181,MGYA00565181,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '573'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '538'}, {'key': 'Nucleotide sequences after length filtering', 'value': '538'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '538'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:24:36,ILLUMINA,Illumina MiSeq,ERS1014287,samples,ERR1189715,runs,MGYS00001499,studies
98,analysis-jobs,MGYA00565182,MGYA00565182,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '134436'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '133736'}, {'key': 'Nucleotide sequences after length filtering', 'value': '133736'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '133736'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:24:59,ILLUMINA,Illumina MiSeq,ERS1014356,samples,ERR1189784,runs,MGYS00001499,studies
99,analysis-jobs,MGYA00565183,MGYA00565183,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '333'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '330'}, {'key': 'Nucleotide sequences after length filtering', 'value': '330'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '330'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:25:23,ILLUMINA,Illumina MiSeq,ERS1014280,samples,ERR1189708,runs,MGYS00001499,studies
100,analysis-jobs,MGYA00565184,MGYA00565184,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '81747'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '81317'}, {'key': 'Nucleotide sequences after length filtering', 'value': '81317'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '81317'}, {'key': 'Predicted SSU sequences', 'value': '0'}, {'key': 'Predicted LSU sequences', 'value': '0'}]",5.0,False,2020-08-22T15:25:45,ILLUMINA,Illumina MiSeq,ERS1014271,samples,ERR1189699,runs,MGYS00001499,studies
101,analysis-jobs,MGYA00099338,MGYA00099338,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '148733'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '147137'}, {'key': 'Nucleotide sequences after length filtering', 'value': '142385'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '142385'}, {'key': 'Reads with predicted CDS', 'value': '42408'}, {'key': 'Reads with predicted RNA', 'value': '406'}, {'key': 'Reads with InterProScan match', 'value': '31'}, {'key': 'Predicted CDS', 'value': '42642'}, {'key': 'Predicted CDS with InterProScan match', 'value': '31'}, {'key': 'Total InterProScan matches', 'value': '65'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014286,samples,ERR1189714,runs,MGYS00001499,studies
102,analysis-jobs,MGYA00099339,MGYA00099339,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1357'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1137'}, {'key': 'Nucleotide sequences after length filtering', 'value': '676'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '676'}, {'key': 'Reads with predicted CDS', 'value': '82'}, {'key': 'Reads with predicted RNA', 'value': '25'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '83'}, {'key': 'Predicted CDS with InterProScan match', 'value': '3'}, {'key': 'Total InterProScan matches', 'value': '5'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015548,samples,ERR1190117,runs,MGYS00001499,studies
103,analysis-jobs,MGYA00099340,MGYA00099340,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '381'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '322'}, {'key': 'Nucleotide sequences after length filtering', 'value': '235'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '235'}, {'key': 'Reads with predicted CDS', 'value': '31'}, {'key': 'Reads with predicted RNA', 'value': '5'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '31'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015545,samples,ERR1190114,runs,MGYS00001499,studies
104,analysis-jobs,MGYA00099341,MGYA00099341,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '89103'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '88198'}, {'key': 'Nucleotide sequences after length filtering', 'value': '85105'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '85105'}, {'key': 'Reads with predicted CDS', 'value': '24369'}, {'key': 'Reads with predicted RNA', 'value': '284'}, {'key': 'Reads with InterProScan match', 'value': '9'}, {'key': 'Predicted CDS', 'value': '24610'}, {'key': 'Predicted CDS with InterProScan match', 'value': '9'}, {'key': 'Total InterProScan matches', 'value': '17'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014262,samples,ERR1189690,runs,MGYS00001499,studies
105,analysis-jobs,MGYA00099342,MGYA00099342,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '124065'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '122004'}, {'key': 'Nucleotide sequences after length filtering', 'value': '118116'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '118116'}, {'key': 'Reads with predicted CDS', 'value': '38205'}, {'key': 'Reads with predicted RNA', 'value': '353'}, {'key': 'Reads with InterProScan match', 'value': '231'}, {'key': 'Predicted CDS', 'value': '38431'}, {'key': 'Predicted CDS with InterProScan match', 'value': '231'}, {'key': 'Total InterProScan matches', 'value': '479'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014336,samples,ERR1189764,runs,MGYS00001499,studies
106,analysis-jobs,MGYA00099343,MGYA00099343,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '145257'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '142952'}, {'key': 'Nucleotide sequences after length filtering', 'value': '137861'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '137861'}, {'key': 'Reads with predicted CDS', 'value': '43847'}, {'key': 'Reads with predicted RNA', 'value': '463'}, {'key': 'Reads with InterProScan match', 'value': '253'}, {'key': 'Predicted CDS', 'value': '44077'}, {'key': 'Predicted CDS with InterProScan match', 'value': '253'}, {'key': 'Total InterProScan matches', 'value': '509'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014338,samples,ERR1189766,runs,MGYS00001499,studies
107,analysis-jobs,MGYA00099344,MGYA00099344,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '151998'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '150413'}, {'key': 'Nucleotide sequences after length filtering', 'value': '145280'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '145280'}, {'key': 'Reads with predicted CDS', 'value': '38394'}, {'key': 'Reads with predicted RNA', 'value': '416'}, {'key': 'Reads with InterProScan match', 'value': '36'}, {'key': 'Predicted CDS', 'value': '38567'}, {'key': 'Predicted CDS with InterProScan match', 'value': '36'}, {'key': 'Total InterProScan matches', 'value': '96'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014300,samples,ERR1189728,runs,MGYS00001499,studies
108,analysis-jobs,MGYA00099345,MGYA00099345,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '170'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '146'}, {'key': 'Nucleotide sequences after length filtering', 'value': '103'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '103'}, {'key': 'Reads with predicted CDS', 'value': '18'}, {'key': 'Reads with predicted RNA', 'value': '3'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '19'}, {'key': 'Predicted CDS with InterProScan match', 'value': '4'}, {'key': 'Total InterProScan matches', 'value': '9'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014264,samples,ERR1189692,runs,MGYS00001499,studies
109,analysis-jobs,MGYA00099346,MGYA00099346,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '130658'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '129230'}, {'key': 'Nucleotide sequences after length filtering', 'value': '125047'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '125047'}, {'key': 'Reads with predicted CDS', 'value': '38497'}, {'key': 'Reads with predicted RNA', 'value': '488'}, {'key': 'Reads with InterProScan match', 'value': '19'}, {'key': 'Predicted CDS', 'value': '38638'}, {'key': 'Predicted CDS with InterProScan match', 'value': '19'}, {'key': 'Total InterProScan matches', 'value': '36'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014329,samples,ERR1189757,runs,MGYS00001499,studies
110,analysis-jobs,MGYA00099347,MGYA00099347,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '127376'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '126313'}, {'key': 'Nucleotide sequences after length filtering', 'value': '122365'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '122365'}, {'key': 'Reads with predicted CDS', 'value': '34138'}, {'key': 'Reads with predicted RNA', 'value': '325'}, {'key': 'Reads with InterProScan match', 'value': '26'}, {'key': 'Predicted CDS', 'value': '34354'}, {'key': 'Predicted CDS with InterProScan match', 'value': '26'}, {'key': 'Total InterProScan matches', 'value': '47'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014303,samples,ERR1189731,runs,MGYS00001499,studies
111,analysis-jobs,MGYA00099348,MGYA00099348,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '105501'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '103614'}, {'key': 'Nucleotide sequences after length filtering', 'value': '99543'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '99543'}, {'key': 'Reads with predicted CDS', 'value': '30222'}, {'key': 'Reads with predicted RNA', 'value': '324'}, {'key': 'Reads with InterProScan match', 'value': '19'}, {'key': 'Predicted CDS', 'value': '30593'}, {'key': 'Predicted CDS with InterProScan match', 'value': '19'}, {'key': 'Total InterProScan matches', 'value': '32'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014314,samples,ERR1189742,runs,MGYS00001499,studies
112,analysis-jobs,MGYA00099349,MGYA00099349,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '211'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '186'}, {'key': 'Nucleotide sequences after length filtering', 'value': '139'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '139'}, {'key': 'Reads with predicted CDS', 'value': '18'}, {'key': 'Reads with predicted RNA', 'value': '29'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '18'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '1'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014278,samples,ERR1189706,runs,MGYS00001499,studies
113,analysis-jobs,MGYA00099350,MGYA00099350,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1392'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1154'}, {'key': 'Nucleotide sequences after length filtering', 'value': '806'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '806'}, {'key': 'Reads with predicted CDS', 'value': '98'}, {'key': 'Reads with predicted RNA', 'value': '24'}, {'key': 'Reads with InterProScan match', 'value': '1'}, {'key': 'Predicted CDS', 'value': '98'}, {'key': 'Predicted CDS with InterProScan match', 'value': '1'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1015536,samples,ERR1190105,runs,MGYS00001499,studies
114,analysis-jobs,MGYA00099351,MGYA00099351,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '177696'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '174891'}, {'key': 'Nucleotide sequences after length filtering', 'value': '169536'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '169536'}, {'key': 'Reads with predicted CDS', 'value': '50551'}, {'key': 'Reads with predicted RNA', 'value': '480'}, {'key': 'Reads with InterProScan match', 'value': '22'}, {'key': 'Predicted CDS', 'value': '50764'}, {'key': 'Predicted CDS with InterProScan match', 'value': '23'}, {'key': 'Total InterProScan matches', 'value': '47'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014285,samples,ERR1189713,runs,MGYS00001499,studies
115,analysis-jobs,MGYA00099352,MGYA00099352,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '111296'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '109238'}, {'key': 'Nucleotide sequences after length filtering', 'value': '105233'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '105233'}, {'key': 'Reads with predicted CDS', 'value': '30094'}, {'key': 'Reads with predicted RNA', 'value': '356'}, {'key': 'Reads with InterProScan match', 'value': '25'}, {'key': 'Predicted CDS', 'value': '30218'}, {'key': 'Predicted CDS with InterProScan match', 'value': '25'}, {'key': 'Total InterProScan matches', 'value': '65'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014273,samples,ERR1189701,runs,MGYS00001499,studies
116,analysis-jobs,MGYA00099353,MGYA00099353,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '175815'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '173726'}, {'key': 'Nucleotide sequences after length filtering', 'value': '168989'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '168989'}, {'key': 'Reads with predicted CDS', 'value': '57759'}, {'key': 'Reads with predicted RNA', 'value': '483'}, {'key': 'Reads with InterProScan match', 'value': '13'}, {'key': 'Predicted CDS', 'value': '58035'}, {'key': 'Predicted CDS with InterProScan match', 'value': '13'}, {'key': 'Total InterProScan matches', 'value': '20'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014350,samples,ERR1189778,runs,MGYS00001499,studies
117,analysis-jobs,MGYA00099354,MGYA00099354,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '193745'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '192031'}, {'key': 'Nucleotide sequences after length filtering', 'value': '186938'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '186938'}, {'key': 'Reads with predicted CDS', 'value': '55825'}, {'key': 'Reads with predicted RNA', 'value': '565'}, {'key': 'Reads with InterProScan match', 'value': '14'}, {'key': 'Predicted CDS', 'value': '56055'}, {'key': 'Predicted CDS with InterProScan match', 'value': '14'}, {'key': 'Total InterProScan matches', 'value': '36'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014270,samples,ERR1189698,runs,MGYS00001499,studies
118,analysis-jobs,MGYA00099355,MGYA00099355,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '155233'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '152989'}, {'key': 'Nucleotide sequences after length filtering', 'value': '148271'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '148271'}, {'key': 'Reads with predicted CDS', 'value': '47414'}, {'key': 'Reads with predicted RNA', 'value': '407'}, {'key': 'Reads with InterProScan match', 'value': '15'}, {'key': 'Predicted CDS', 'value': '47711'}, {'key': 'Predicted CDS with InterProScan match', 'value': '15'}, {'key': 'Total InterProScan matches', 'value': '33'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014291,samples,ERR1189719,runs,MGYS00001499,studies
119,analysis-jobs,MGYA00099356,MGYA00099356,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '105809'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '104936'}, {'key': 'Nucleotide sequences after length filtering', 'value': '102081'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '102081'}, {'key': 'Reads with predicted CDS', 'value': '31309'}, {'key': 'Reads with predicted RNA', 'value': '273'}, {'key': 'Reads with InterProScan match', 'value': '16'}, {'key': 'Predicted CDS', 'value': '31408'}, {'key': 'Predicted CDS with InterProScan match', 'value': '16'}, {'key': 'Total InterProScan matches', 'value': '31'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014276,samples,ERR1189704,runs,MGYS00001499,studies
120,analysis-jobs,MGYA00099357,MGYA00099357,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '146624'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '144263'}, {'key': 'Nucleotide sequences after length filtering', 'value': '139398'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '139398'}, {'key': 'Reads with predicted CDS', 'value': '46172'}, {'key': 'Reads with predicted RNA', 'value': '446'}, {'key': 'Reads with InterProScan match', 'value': '129'}, {'key': 'Predicted CDS', 'value': '46532'}, {'key': 'Predicted CDS with InterProScan match', 'value': '129'}, {'key': 'Total InterProScan matches', 'value': '248'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014332,samples,ERR1189760,runs,MGYS00001499,studies
121,analysis-jobs,MGYA00099358,MGYA00099358,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '15577'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '15197'}, {'key': 'Nucleotide sequences after length filtering', 'value': '14425'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '14425'}, {'key': 'Reads with predicted CDS', 'value': '4243'}, {'key': 'Reads with predicted RNA', 'value': '60'}, {'key': 'Reads with InterProScan match', 'value': '5'}, {'key': 'Predicted CDS', 'value': '4263'}, {'key': 'Predicted CDS with InterProScan match', 'value': '5'}, {'key': 'Total InterProScan matches', 'value': '9'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014344,samples,ERR1189772,runs,MGYS00001499,studies
122,analysis-jobs,MGYA00099359,MGYA00099359,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '162519'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '160136'}, {'key': 'Nucleotide sequences after length filtering', 'value': '154391'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '154391'}, {'key': 'Reads with predicted CDS', 'value': '39869'}, {'key': 'Reads with predicted RNA', 'value': '445'}, {'key': 'Reads with InterProScan match', 'value': '5'}, {'key': 'Predicted CDS', 'value': '40067'}, {'key': 'Predicted CDS with InterProScan match', 'value': '8'}, {'key': 'Total InterProScan matches', 'value': '15'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014301,samples,ERR1189729,runs,MGYS00001499,studies
123,analysis-jobs,MGYA00099360,MGYA00099360,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '163803'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '161103'}, {'key': 'Nucleotide sequences after length filtering', 'value': '156561'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '156561'}, {'key': 'Reads with predicted CDS', 'value': '46984'}, {'key': 'Reads with predicted RNA', 'value': '403'}, {'key': 'Reads with InterProScan match', 'value': '20'}, {'key': 'Predicted CDS', 'value': '47524'}, {'key': 'Predicted CDS with InterProScan match', 'value': '20'}, {'key': 'Total InterProScan matches', 'value': '35'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014284,samples,ERR1189712,runs,MGYS00001499,studies
124,analysis-jobs,MGYA00099361,MGYA00099361,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '22'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '21'}, {'key': 'Nucleotide sequences after length filtering', 'value': '18'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '18'}, {'key': 'Reads with predicted CDS', 'value': '6'}, {'key': 'Reads with predicted RNA', 'value': '0'}, {'key': 'Reads with InterProScan match', 'value': '0'}, {'key': 'Predicted CDS', 'value': '6'}, {'key': 'Predicted CDS with InterProScan match', 'value': '0'}, {'key': 'Total InterProScan matches', 'value': '0'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014281,samples,ERR1189709,runs,MGYS00001499,studies
125,analysis-jobs,MGYA00099362,MGYA00099362,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '147963'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '146553'}, {'key': 'Nucleotide sequences after length filtering', 'value': '141851'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '141851'}, {'key': 'Reads with predicted CDS', 'value': '42228'}, {'key': 'Reads with predicted RNA', 'value': '419'}, {'key': 'Reads with InterProScan match', 'value': '35'}, {'key': 'Predicted CDS', 'value': '42540'}, {'key': 'Predicted CDS with InterProScan match', 'value': '35'}, {'key': 'Total InterProScan matches', 'value': '65'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014356,samples,ERR1189784,runs,MGYS00001499,studies
126,analysis-jobs,MGYA00099363,MGYA00099363,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '119141'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '117061'}, {'key': 'Nucleotide sequences after length filtering', 'value': '113156'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '113156'}, {'key': 'Reads with predicted CDS', 'value': '35382'}, {'key': 'Reads with predicted RNA', 'value': '343'}, {'key': 'Reads with InterProScan match', 'value': '14'}, {'key': 'Predicted CDS', 'value': '35575'}, {'key': 'Predicted CDS with InterProScan match', 'value': '14'}, {'key': 'Total InterProScan matches', 'value': '35'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014277,samples,ERR1189705,runs,MGYS00001499,studies
127,analysis-jobs,MGYA00099364,MGYA00099364,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '146335'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '144702'}, {'key': 'Nucleotide sequences after length filtering', 'value': '140067'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '140067'}, {'key': 'Reads with predicted CDS', 'value': '46988'}, {'key': 'Reads with predicted RNA', 'value': '439'}, {'key': 'Reads with InterProScan match', 'value': '73'}, {'key': 'Predicted CDS', 'value': '47196'}, {'key': 'Predicted CDS with InterProScan match', 'value': '75'}, {'key': 'Total InterProScan matches', 'value': '171'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014340,samples,ERR1189768,runs,MGYS00001499,studies
128,analysis-jobs,MGYA00099365,MGYA00099365,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '14107'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '13848'}, {'key': 'Nucleotide sequences after length filtering', 'value': '13263'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '13263'}, {'key': 'Reads with predicted CDS', 'value': '4118'}, {'key': 'Reads with predicted RNA', 'value': '43'}, {'key': 'Reads with InterProScan match', 'value': '2'}, {'key': 'Predicted CDS', 'value': '4135'}, {'key': 'Predicted CDS with InterProScan match', 'value': '2'}, {'key': 'Total InterProScan matches', 'value': '2'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014334,samples,ERR1189762,runs,MGYS00001499,studies
129,analysis-jobs,MGYA00099366,MGYA00099366,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '148270'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '145517'}, {'key': 'Nucleotide sequences after length filtering', 'value': '140685'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '140685'}, {'key': 'Reads with predicted CDS', 'value': '40382'}, {'key': 'Reads with predicted RNA', 'value': '434'}, {'key': 'Reads with InterProScan match', 'value': '19'}, {'key': 'Predicted CDS', 'value': '40710'}, {'key': 'Predicted CDS with InterProScan match', 'value': '19'}, {'key': 'Total InterProScan matches', 'value': '34'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014266,samples,ERR1189694,runs,MGYS00001499,studies
130,analysis-jobs,MGYA00099367,MGYA00099367,completed,amplicon,"[{'key': 'Submitted nucleotide sequences', 'value': '1231'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '1059'}, {'key': 'Nucleotide sequences after length filtering', 'value': '750'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '750'}, {'key': 'Reads with predicted CDS', 'value': '120'}, {'key': 'Reads with predicted RNA', 'value': '14'}, {'key': 'Reads with InterProScan match', 'value': '3'}, {'key': 'Predicted CDS', 'value': '121'}, {'key': 'Predicted CDS with InterProScan match', 'value': '4'}, {'key': 'Total InterProScan matches', 'value': '7'}]",3.0,False,2017-02-15T00:00:00,ILLUMINA,Illumina MiSeq,ERS1014318,samples,ERR1189746,runs,MGYS00001499,studies
